id,voyage_id,voyage_dates__imp_arrival_at_port_of_dis_sparsedate__year,voyage_slaves_numbers__imp_total_num_slaves_disembarked,voyage_slaves_numbers__imp_total_num_slaves_embarked,voyage_dates__length_middle_passage_days,voyage_dates__imp_length_home_to_disembark,voyage_crew__crew_first_landing,voyage_crew__crew_voyage_outset,voyage_ship__tonnage_mod,voyage_slaves_numbers__imp_jamaican_cash_price,voyage_slaves_numbers__imp_mortality_ratio,voyage_slaves_numbers__percentage_women_among_embarked_slaves,voyage_outcome__vessel_captured_outcome__name,voyage_ship__imputed_nationality__name,voyage_itinerary__imp_region_voyage_begin__name,voyage_ship__rig_of_vessel__name,voyage_itinerary__place_voyage_ended__name,voyage_dates__slave_purchase_began_sparsedate__month,voyage_slaves_numbers__percentage_men,voyage_dates__voyage_completed_sparsedate__month,voyage_itinerary__region_of_return__name,voyage_slaves_numbers__percentage_boy,voyage_itinerary__imp_principal_region_slave_dis__name,voyage_itinerary__imp_principal_region_of_slave_purchase__name,voyage_dates__date_departed_africa_sparsedate__month,voyage_dates__voyage_began_sparsedate__month,voyage_itinerary__imp_port_voyage_begin__name,voyage_dates__first_dis_of_slaves_sparsedate__month,voyage_itinerary__imp_broad_region_slave_dis__name,voyage_slaves_numbers__percentage_girl,voyage_outcome__particular_outcome__name,voyage_itinerary__imp_principal_port_slave_dis__name,voyage_slaves_numbers__percentage_child,voyage_slaves_numbers__percentage_women,voyage_dates__departure_last_place_of_landing_sparsedate__month,voyage_outcome__outcome_owner__name,voyage_outcome__outcome_slaves__name,voyage_itinerary__imp_principal_place_of_slave_purchase__name,voyage_outcome__resistance__name,voyage_slaves_numbers__percentage_male,voyage_slaves_numbers__percentage_female,voyage_itinerary__imp_broad_region_voyage_begin__name,voyage_itinerary__imp_broad_region_of_slave_purchase__name,voyage_sources,enslavers,dataset_source
132122,132122,1851.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Barque,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,3.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Norfolk,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Virginian, 3-22-1851,” March 22, 1851. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Boush, Nathaniel|Shipper: Moore, Horatio",Intra
132123,132123,1846.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,3.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Waccamaw, 3-7-1846,” March 7, 1846. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Shipper: Robinson, Samuel|Heels, J W|Filmore, J R|Captain: Vincent, J B|Shipper: Davisson, J B|Boone",Intra
132124,132124,1844.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,12.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Warsaw, 12-21-1843,” December 21, 1843. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  &#x201C;Manifest of the Warsaw, 1-6-1844,&#x201D; January 6, 1844. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1844-1845, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 10, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173900399.","Hart, S|Captain: Herbert, J R|McDonald, Alexander|Shiphudson, J R|Preston, Joseph",Intra
132125,132125,1835.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Georgia,12.0,0.0,0,12.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Savannah,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Ajax, 12-31-1835,&#x201D; December 31, 1835. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1832-1836, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173896856. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173896856.","Wimberg, J E|Captain: Saunders, Solomon|Holloway, A E",Intra
132126,132126,1822.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,11.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Alonzo, 11-8-1822,” November 8, 1822. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Oldham, George|Consignor: Clay, John|Shipper: White, Philip",Intra
132127,132127,1822.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,7.0,0.0,0,8.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Ann, 7-23-1822,” July 23, 1822. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Newton, William|Kuston, Newman|Brown, Robert|Boyer, Robert|Luau, Peter|Neill, David W|Captain: Anderson, W C|Shipper: Whaley, Edia",Intra
132128,132128,1841.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,12.0,0.0,0,12.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Arabian, 12-11-1841,” December 11, 1841. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Foster, Joshua|McDonald, Alexander",Intra
132129,132129,1841.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,1.0,0.0,0,3.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Arabian, 3-6-1841,&#x201D; March 6, 1841. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173898130. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173898130.|  “Manifest of the Arabian, 1-22-1841,” January 22, 1841. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Hawes, Samuel|Wilson, Robert|McDonald, Alex|Green, Nelson",Intra
132130,132130,1841.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,5.0,0.0,0,7.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Architect, 7-1-1841,&#x201D; July 1, 1841. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173898130. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173898130.|  “Manifest of the Architect, 5--1841,” 1841. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).",,Intra
132131,132131,1842.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,11.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Key West,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Columbia, 11-21-1842,&#x201D; November 21, 1842. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 9, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173909088.|  “Manifest of the Columbia , 11-12-1842,” November 12, 1842. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Foster, Samuel|English, William F",Intra
132132,132132,1828.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,10.0,0.0,0,10.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Commerce, 10-11-1828,” October 11, 1828. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Brenan, Rideo|Carter, Ralph|Shipper: Stoney, John|Saul, Joseph|Hampton, General Charles|Captain: Hayward,|Shipper: Hyams, Samuel|Da Corta, Isaac|Grams, Juliet",Intra
132133,132133,1846.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Texas,7.0,0.0,0,8.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Galveston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Galveston, 7-4-1846,” July 4, 1846. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Allen|Jones, Levi|Griffin|Rose|Captain: Wright, John T|James, G B",Intra
132134,132134,1846.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Texas,3.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Galveston,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Galveston, 4-3-1846,&#x201D; April 3, 1846. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1846-47, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 11, NAID 173892418. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173892418.|  “Manifest of the Galveston, 3-31-1846,” March 31, 1846. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Galveston, 3-31-1846,” March 31, 1846. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","McCutcheon|Shirroh, R|Captain: Wright, J T|Skill|Rondixen, L",Intra
132135,132135,1850.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Texas,10.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Galveston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Galveston, 10-10-1850,” October 10, 1850. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Faunltey, Thomas T|Williams, Dr.|De Butone, John|Captain: Place, Henry|Little, J A|Dossah, R|Gentry, R",Intra
132136,132136,1838.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,1.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Apalachicola,0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Harriett, 1-29-1838,&#x201D; January 29, 1838. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173898130. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173898130.|  “Manifest of the Harriett, 1-19-1838,” January 19, 1838. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Thales, A M E|Townsend, Asa",Intra
132137,132137,1829.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,3.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Hope & Hannah, 3-11-1829,” March 11, 1829. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  “Manifest of the Hope & Hannah, 3-11-1829,” March 11, 1829. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  &#x201C;Manifest of the Hope &amp; Hannah, 4-8-1829,&#x201D; April 8, 1829. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1829-1831, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173906205. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173906205.",,Intra
132138,132138,1820.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,3.0,0.0,0,4.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Intelligence, 3-14-1820,” March 14, 1820. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).",,Intra
132139,132139,1841.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Virginia,12.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Richmond (VA),0,0.0,0.0,0,Mainland North America,"  &#x201C;Manifest of the Josephine, 1-17-1842,&#x201D; January 17, 1842. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 9, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173909088.|  &#x201C;Manifest of the Josephine, 1-17-1842,&#x201D; January 17, 1842. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 6, NAID 173898130. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173898130.","Captain: Robinson, Joseph|Consignor: Beasley, Richard R.",Intra
132140,132140,1847.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,South Carolina,8.0,0.0,0,10.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Charleston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the LeopoldOliver O Donnell, 11-28-1847,” November 28, 1847. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Mallory, S R|Captain: Columbel, J P|Shipper: DeVeaux, J P|Ash, John S|Gideiuc, John M",Intra
132141,132141,1852.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Texas,1.0,0.0,0,1.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Galveston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Louisiana, 1-3-1852,” January 3, 1852. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Cuffs, Elizabeth T|Bonz, William|Lacy, William C|Captain: Lawless, James",Intra
132142,132142,1845.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Florida,3.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Pensacola,0,0.0,0.0,0,Mainland North America,,"Captain: Cizzans, William|Caldwell, Richard|Captain: Cizzans, William",Intra
132143,132143,1843.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,0,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Maryland,10.0,0.0,0,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Baltimore,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Nancy W Stevens, 10-25-1843,” October 25, 1843. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).|  &#x201C;Manifest of the Nancy W Stevens, 11-14-1843,&#x201D; November 14, 1843. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1837-1841, Inward Series, v. Microfilm Serial M1895, RG 36, Roll 9, NAID 173909088. National Archives and Records Administration (Washington DC, USA). https://catalog.archives.gov/id/173909088.","Harp, WB|Consignor: Harker, James|Baker",Intra
132144,132144,1849.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Steamer,0,0.0,0.0,0.0,0,0.0,Gulf coast,Texas,12.0,0.0,0,12.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Galveston,0,0.0,0.0,0,Mainland North America,"  “Manifest of the Palmetto, 12-26-1849,” December 26, 1849. Records of the United States Customs Service (Record Group 36), Slave Manifests of Coastwise Vessels Filed at New Orleans, Louisiana, 1807-1860, Inward Series, v. Microfilm Serial M1895, RG 36. National Archives and Records Administration (Washington DC, USA).","Captain: Smith, Jeremiah|Shipper: Smith, J|Collin, John|Jeffries, N",Intra
